code,subject,title,credits,prereq_text,prereq_codes,coreq_text,coreq_codes,restrictions,description
ESYS480N1,ESYS,Honours Research Project,3,,,,,"Registration in the Earth System Science Honours program. Permission of instructor is required to take this course. A written proposal outlining the studies to be undertaken must be submitted to the undergraduate ESS Student Adviser by September 30 of the U3 year. The proposal will be reviewed by the Adviser. If approved the investigation will be supervised by one or more staff members, and the results will be presented in the form of an undergraduate thesis. The final written report will be worth at least 50% of the final grade. The grading scheme will be agreed upon between the supervisor(s)",
ESYS480N2,ESYS,Honours Research Project,3,ESYS 480N1 No credit will be given for this course unless both ESYS 480N1 and ESYS 480N2 are successfully completed in a twelve month period,ESYS480N1,,,"Registration in the Earth System Science Honours program. Permission of instructor is required to take this course. A written proposal outlining the studies to be undertaken must be submitted to the undergraduate ESS Student Adviser by September 30 of the U3 year. The proposal will be reviewed by the Adviser. If approved the investigation will be supervised by one or more staff members, and the results will be presented in the form of an undergraduate thesis. The final written report will be worth at least 50% of the final grade. The grading scheme will be agreed upon between the supervisor(s)",
ESYS500,ESYS,Collaborative Research Project,3,ESYS 301 or permission of the instructor. 1 hour of lecture plus 2 hours of project per week,ESYS301,,,,
EXMD401,EXMD,Physiology and Biochemistry Endocrine Systems,3,BIOL 200 and BIOL 201,BIOL200 BIOL201,,,,
EXMD501,EXMD,Clinical Applications of Regenerative Medicine,3,,,,,,
EXMD502,EXMD,Advanced Endocrinology 1,3,,,,,,
EXMD503,EXMD,Advanced Endocrinology 02,3,,,,,,
EXMD504,EXMD,Biology of Cancer,3,,,,,,
EXMD505,EXMD,Directed Readings in Regenerative Medicine,3,,,,,,
EXMD506,EXMD,Advanced Applied Cardiovascular Physiology,3,PHGY312 or PHGY 313 or permission of the instructors,PHGY312 PHGY313,,,,
EXMD507,EXMD,Advanced Applied Respiratory Physiology,3,PHGY 313,PHGY313,,,,
EXMD508,EXMD,Advanced Topics in Respiration,3,EXMD 507,EXMD507,,,,
EXMD509,EXMD,Gastrointestinal Physiology and Pathology,3,"Graduate students, U3 undergraduates",,,,,
EXMD510,EXMD,Bioanalytical Separation Methods,3,,,,,,
EXMD521,EXMD,Computational Methods Single-Cell Analytics,3,"MATH 203, MATH 223, MATH 323, one course in computer programming and additional background in Calculus and Probability is required (e.g., MATH 222, MATH 204), or permission of the instructor",MATH203 MATH223 MATH323 MATH222 MATH204,,,Not open to students who have taken or are taking BMDE 521,
EXMD600,EXMD,Principles of Clinical Research,3,,,,,,
EXMD601,EXMD,Real World Applications of Data Science and Informatics,3,"EDPE 575, EPIB 507 or EXMD 634 or equivalent; EPIB 600, EXMD 642 or equivalent; or permission of the instructor",EDPE575 EPIB507 EXMD634 EPIB600 EXMD642,,,,
EXMD602,EXMD,Techniques in Molecular Genetics,3,,,,,,
EXMD603,EXMD,Seminars in Endocrinology,3,,,,,,
EXMD604,EXMD,Recent Advances in Cellular and Molecular Biology 1,3,,,,,"Not open to students who have taken EXMD 604D1/D2. Offered in conjunction with the Université de Montréal: given Thursdays 16:00-18:00 at the Institut de Recherches Cliniques de Montréal, 110 Pine West. The course is bilingual with abstracts in the other language supplied; more than half the lectures are in French",
EXMD605,EXMD,Recent Advances in Cellular and Molecular Biology 2,3,,,,,"Not open to students who have taken EXMD 604D1/D2. Offered in conjunction with the Université de Montréal: given Thursdays 16:00-18:00 at the Institut de recherches cliniques de Montréal, 110 Pine West. The course is mostly in English, but some lectures may be in French",
EXMD607,EXMD,Molecular Control of Cell Growth,3,,,,,,
EXMD608,EXMD,Molecular Embryology,3,Students must come with a solid background in molecular biology. Offered in conjunction with the Department of Oncology,,,,,
EXMD609,EXMD,Cellular Methods in Medical Research,3,,,,,,
EXMD610,EXMD,Molecular Methods in Medical Research,3,,,,,,
EXMD611D1,EXMD,Seminars in Oncology,3,,,,,,
EXMD611D2,EXMD,Seminars in Oncology,3,EXMD 611D1 No credit will be given for this course unless both EXMD 611D1 and EXMD 611D2 are successfully completed in consecutive terms,EXMD611D1,,,,
EXMD614,EXMD,Environmental Carcinogenesis,3,,,,,,
EXMD615,EXMD,Essentials of Glycobiology,3,,,,,,
EXMD616,EXMD,Molecular and Cell Biology Topics,3,,,,,,
EXMD617,EXMD,Workshop in Clinical Trials 1,1,,,,,,
EXMD618,EXMD,Workshop in Clinical Trials 2,1,,,,,,
EXMD619,EXMD,Workshop in Clinical Trials 3,1,,,,,,
EXMD620,EXMD,Clinical Trials and Research 1,1,,,,,,
EXMD625,EXMD,Clinical Trials and Research 2,1,,,,,,
EXMD626,EXMD,Clinical Trials and Research 3,1,,,,,,
EXMD627,EXMD,Practicum in Clinical Research,18,,,,,,
EXMD627D1,EXMD,Practicum in Clinical Research,9,,,,,,
EXMD627D2,EXMD,Practicum in Clinical Research,9,EXMD 627D1 No credit will be given for this course unless both EXMD 627D1 and EXMD 627D2 are successfully completed in consecutive terms EXMD 627D1 and EXMD 627D2 together are equivalent to EXMD 627,EXMD627D1 EXMD627,,,,
EXMD630,EXMD,Developing Digital Innovations for Health Impact,3,,,,,Permission of the instructor,
EXMD632,EXMD,Recent Advances in Virology and Antiviral Therapeutics,3,,,,,,
EXMD633,EXMD,Clinical Aspects of Research in Respiratory Diseases,3,,,,,"Must be registered for graduate or postdoctoral studies in the Faculty of Medicine or the Faculty of Science. The course uses primarily a Web-based learning format. There are eight two-week modules, each devoted to a specific respiratory topic or condition, with slides, readings, and a brief written assignment. Each module is taught by a faculty member with specific expertise in that topic, with one face-to-face meeting per module (~2 hours) to review key concepts, answer questions, and foster critical discussion around the topic of interest. There is a final essay, requiring a more in-depth a",
EXMD634,EXMD,Quantitative Research Methods,3,,,,,Must be registered for graduate or postdoctoral studies in the Faculty of Medicine or the Faculty of Science,
EXMD635D1,EXMD,Experimental/Clinical Oncology,3,Students must request permission from the instructor. Students must register for both EXMD 635D1 and EXMD 635D2 No credit will be given for this course unless both EXMD 635D1 and EXMD 635D2 are successfully completed in consecutive terms Previous solid knowledge in biochemistry and molecular biology required. Students will be required to write a long essay and give an oral presentation,EXMD635D2,,,,
EXMD635D2,EXMD,Experimental/Clinical Oncology,3,EXMD 635D1 and permission from the instructor. Students must register for both EXMD 635D1 and EXMD 635D2 No credit will be given for this course unless both EXMD 635D1 and EXMD 635D2 are successfully completed in consecutive terms Previous solid knowledge in biochemistry and molecular biology required. Students will be required to write a long essay and give an oral presentation,EXMD635D1,,,,
EXMD636,EXMD,Fundamentals of Research: Shaping and Situating Research,3,,,,,,
EXMD640,EXMD,Experimental Medicine Topic 1,3,,,,,,
EXMD641,EXMD,Experimental Medicine Topic 2,3,,,,,,
EXMD642,EXMD,Experimental Medicine Topic 3,3,,,,,,
EXMD647,EXMD,Epigenetics and Cancer,3,,,,,,
EXMD650,EXMD,,3,EXMD 600 or equivalent,EXMD600,,,,
EXMD651,EXMD,Statistical Models for Health Research,3,"EXMD 634, EPIB 621, or equivalent covering linear and logistic regression",EXMD634 EPIB621,,,,
EXMD670,EXMD,Principles of Environmental Health Sciences,3,,,,,Open to graduate students pursuing a career in Environmental Health Sciences or with permission of the instructor. Not open to students who have taken or are taking EPIB 684 or NRSC 670 or PHAR 670,
EXMD671,EXMD,Principles of Environmental Health Sciences 2,3,,,,,Open to graduate students in the Environmental Health Sciences or permission of the instructor. Not open to students who have taken or are taking EPIB 685 or NRSC 671 or PHAR 671,
EXMD674,EXMD,,3,"(EXMD 600 or EPIB 600), EPIB 601, EPIB 607, EXMD 634 or equivalents or permission of the instructor",EXMD600 EPIB600 EPIB601 EPIB607 EXMD634,,,,
EXMD690,EXMD,Master's Thesis Research 1,3,,,,,,
EXMD691,EXMD,Master's Thesis Research 2,6,,,,,,
EXMD692,EXMD,Master's Thesis Research 3,9,,,,,,
EXMD693,EXMD,Master's Thesis Research 4,12,,,,,,
EXMD694,EXMD,Master's Thesis Research 5,12,,,,,,
EXMD701,EXMD,Comprehensive Oral Examination,0,,,,,,
EXMD701D1,EXMD,Comprehensive Oral Examination,0,,,,,,
EXMD701D2,EXMD,Comprehensive Oral Examination,0,EXMD 701D1 No credit will be given for this course unless both EXMD 701D1 and EXMD 701D2 are successfully completed in consecutive terms EXMD 701D1 and EXMD 701D2 together are equivalent to EXMD 701,EXMD701D1 EXMD701,,,,
EXSU500,EXSU,,3,,,,,,
EXSU501,EXSU,Medical Technology Internship 1,6,Written approval from student Supervisor submitted to the course coordinator,,,,Open to all students in the basic and biomedical sciences. This includes the following programs: Experimental Surgery; Experimental Medicine; Biomedical Engineering; graduate programs in the Faculty of Engineering; graduate programs in the Faculty of Science. Graduate students must have written approval from their Supervisor submitted to the course coordinator. International students are eligible to be enrolled in the course. It is the students’ responsibility to ensure their visa enables them to engage in the internship,
EXSU502,EXSU,Medical Technology Internship 2,6,EXSU 501 and written approval from student Supervisor submitted to the course coordinator,EXSU501,,,Open to all students in the basic and biomedical sciences. This includes the following programs: Experimental Surgery; Experimental Medicine; Biomedical Engineering; graduate programs in the Faculty of Engineering; graduate programs in the Faculty of Science. Graduate students must have written approval from their Supervisor submitted to the course coordinator. International students are eligible to be enrolled in the course. It is the students’ responsibility to ensure their visa enables them to engage in the internship,
EXSU505,EXSU,Trends in Precision Oncology,3,,,,,Open to all students in the Faculty of Medicine but priority will be given to students in the Department of Surgery and the Department of Oncology if the number of registered students exceeds the projected enrolment,
EXSU510,EXSU,,3,,,,,,
EXSU601,EXSU,Knowledge Management 1,3,,,,,"Not open to students who have taken EXSU 601, 601D1/D2, 601N1/N2 prior to Fall 2019",
EXSU602,EXSU,Knowledge Management 2,3,,,,,"Not open to students who have taken EXSU 601, 601D1/D2, 601N1/N2 prior to Fall 2019",
EXSU603,EXSU,Surgical Education Foundations,3,,,,,,
EXSU605,EXSU,Biomedical Research Innovation,3,,,,,,
EXSU606,EXSU,Statistics for Surgical Research,3,,,,,,
EXSU610,EXSU,Surgical Outcomes Research Foundations,3,,,,,Open to students enrolled in the M.Sc. in ExperimentalSurgery; Surgical Outcomes Research program. Other students require permission of the instructors,
EXSU619,EXSU,The Hospital Environment,3,Permission of instructor,,EXSU 620,EXSU620,"Course requires entry to surgical theatre; this is subject to hospital approval. 1) Students may be subject to interview. 2) Language of instruction: English, French available. 3) Minimum number 6, maximum 30 4) Subject to completion of medical/immunization record. 5) Professional conduct and dress required at all times in hospital visits when in potential contact with patients",
EXSU620,EXSU,Surgical Innovation 1,3,Permission of instructors,,EXSU 619,EXSU619,"Course requires entry to surgical theatre; this is subject to hospital approval. 1) Students may be subject to interview. 2) Contact hours 46.5 , 31.5 hours lectures, 15 hours workshops and hospital visits. 3) Language of instruction: English, French available. 4) Minimum number 6, maximum 30 5) Subject to completion of medical requirements/immunization record. 6) Professional conduct and dress required at all times in hospital visits when in potential contact with patients",
EXSU621,EXSU,Surgical Innovation 2,3,EXSU 620,EXSU620,,,"Course requires entry to surgical theatre, this is subject to hospital approval. Students may be subject to interview. Contact hours 47 consisting of 23 hours lectures, 24 hours hospital visits and presentation. Language of instruction: English, French available. Minimum number 6, maximum 20. Subject to completion of medical requirements/immunization record. Professional conduct and dress required at all times in hospital visits when in potential contact with patients",
EXSU622D1,EXSU,Surgery Research Project 1,6,Permission of instructors. Students must also register for EXSU 622D2 No credit will be given for this course unless both EXSU 622D1 and EXSU 622D2 are successfully completed in consecutive terms,EXSU622D2,,,,
EXSU622D2,EXSU,Surgery Research Project 1,6,EXSU 622D1 and Permission of instructors. No credit will be given for this course unless both EXSU 622D1 and EXSU 622D2 are successfully completed in consecutive terms,EXSU622D1,,,,
EXSU622N1,EXSU,Surgery Research Project 1,6,,,,,,
EXSU622N2,EXSU,Surgery Research Project 1,6,,,,,,
EXSU623,EXSU,Surgery Research Project 2,6,Permission of instructors,,,,,
EXSU630,EXSU,Medical and Simulation Technologies,3,,,,,,
EXSU684,EXSU,,3,,,,,Open to graduate students with prerequisites and U3 undergraduates with special permission,
EXSU690,EXSU,M.Sc. Research 1,4,,,,,,
EXSU691,EXSU,M.Sc. Research 2,4,,,,,,
EXSU692,EXSU,M.Sc. Research 3,4,,,,,,
EXSU693,EXSU,M.Sc. Thesis,18,,,,,,
EXSU694,EXSU,,2,,,,,,
EXSU700,EXSU,Comprehensive Examination,0,,,,,,
FACC100,FACC,Introduction to the Engineering Profession,1,,,,,,
FACC150,FACC,,3,,,,,Not open to students who have taken FACC 100 or WCOM 206. (3-1-5),
FACC200,FACC,Industrial Practicum 1,0,Permission of Faculty,,,,,
FACC201,FACC,Industrial Practicum 2,0,FACC 200 and permission of Faculty,FACC200,,,,
